,Style_1,Style_2,External(SSIM),External(MSE),Internal(SSIM),Internal(MSE),Plan(SSIM),Plan(MSE),Concept(Text),Topology,External(VGG16),Internal(VGG16),Plan(VGG16),Concept(BoW),Concept(Transformer)
HoteldeSoubise&EquitableBuilding,06_Rococo,10_International,32.60846188,13.14225209,22.50357583,14.57426923,42.1630534,3.246992405,84.6334517,165,0.245112725,0.411162987,0.543628231,0.349167969,0.166534662
HoteldeSoubise&Glaspaleis,06_Rococo,10_International,29.96384541,10.16496064,27.8804065,8.736757637,36.797147,15.48115041,90.36160707,80,0.321685933,0.263279508,0.411555186,0.32075015,0.377368361
HoteldeSoubise&Kiefhoek,06_Rococo,10_International,35.7752592,8.893128586,27.75445502,10.38697914,38.54794795,3.918493937,90.81054926,77,0.31550163,0.233126413,0.479975142,0.384900179,0.221769869
HoteldeSoubise&SeagramBuilding,06_Rococo,10_International,28.96694387,13.70739068,22.36275611,10.76794065,41.71073428,3.266673793,91.96320772,76,0.239582997,0.25934916,0.535909921,0.332205299,0.258295834
LinderhofPalace&EquitableBuilding,06_Rococo,10_International,14.70039381,16.02006084,9.046026817,15.57329693,41.10551962,3.959580488,82.53341317,163,0.237605002,0.2709838,0.344131254,0.503309611,0.220259309
LinderhofPalace&Glaspaleis,06_Rococo,10_International,12.79050127,11.4093864,10.12125372,10.29147465,22.17402759,31.27638103,88.42878938,36,0.312808052,0.245015681,0.429187268,0.495540744,0.361496866
LinderhofPalace&Kiefhoek,06_Rococo,10_International,15.80017224,12.56893186,10.58762352,11.87596462,47.38600694,3.728088699,87.47710586,39,0.278698385,0.216248561,0.349243376,0.450491586,0.218153015
LinderhofPalace&SeagramBuilding,06_Rococo,10_International,13.03145243,16.2854132,9.396091934,11.98029501,38.97230225,3.754720423,89.37395215,66,0.246130962,0.214511354,0.371017138,0.477689325,0.167358503
Sanssouci&EquitableBuilding,06_Rococo,10_International,32.35682998,13.25976739,17.03979949,10.99721063,48.83494342,3.712730306,90.88039398,163,0.195654772,0.349197365,0.382138938,0.583261838,0.158331469
Sanssouci&Glaspaleis,06_Rococo,10_International,28.96620803,10.58845408,18.26937365,10.20320895,43.7167703,14.81382819,86.3914907,36,0.287539549,0.272509833,0.377421826,0.576740106,0.321458548
Sanssouci&Kiefhoek,06_Rococo,10_International,34.72444012,6.997539416,20.88984646,8.923979695,46.13075974,4.493983777,73.30496311,39,0.253376044,0.255773038,0.422933783,0.464488676,0.140815914
Sanssouci&SeagramBuilding,06_Rococo,10_International,29.72411938,13.08896142,15.22672952,11.82629934,51.55388205,3.839652555,86.31916642,66,0.222072706,0.247487582,0.421522245,0.545984496,0.19962734
Amalienburg&AntwerpPortHouse,06_Rococo,11_Deconstructivism,31.0682767,12.79016795,19.96761271,12.24689244,59.11402426,4.831893393,88.40487003,110,0.343674056,0.206309784,0.344477554,0.484543712,0.2021088
Amalienburg&CctvHeadquarter,06_Rococo,11_Deconstructivism,32.13524409,14.29261501,18.12591218,9.871450076,57.6444009,5.445062569,84.3089819,857,0.277548503,0.26485496,0.336155856,0.423055139,0.093111046
Amalienburg&GuggenheimMuseum,06_Rococo,11_Deconstructivism,33.07469764,12.45909352,16.92443413,13.1298676,46.82112605,4.673839638,87.49827147,142,0.218322333,0.259164046,0.326260239,0.507697315,0.155513614
Amalienburg&JewishMuseum,06_Rococo,11_Deconstructivism,25.29161786,12.11328305,20.18639843,16.8366086,60.65509494,4.919058071,85.71989536,160,0.281540245,0.228512168,0.343550667,0.512371225,0.374374628
HoteldeSoubise&AntwerpPortHouse,06_Rococo,11_Deconstructivism,33.15590567,10.16919725,27.44081862,12.49557848,49.46705795,3.308178481,85.14386415,98,0.306447275,0.253555715,0.485441392,0.373001923,0.251321375
HoteldeSoubise&CctvHeadquarter,06_Rococo,11_Deconstructivism,34.07464991,10.71599741,24.20008227,9.555147533,47.06047654,3.692946119,83.82475972,851,0.245682266,0.282784253,0.545287991,0.309496128,0.205633342
HoteldeSoubise&GuggenheimMuseum,06_Rococo,11_Deconstructivism,35.96021269,8.669574353,22.61536674,13.22852415,39.59381543,2.940128706,84.60685015,138,0.211277284,0.345275376,0.451537244,0.31754578,0.083337866
HoteldeSoubise&JewishMuseum,06_Rococo,11_Deconstructivism,28.34459114,7.585038125,28.57132641,16.48431503,49.02779092,3.447439308,86.35061383,148,0.257270977,0.272525232,0.400668139,0.331846739,0.239984721
LinderhofPalace&AntwerpPortHouse,06_Rococo,11_Deconstructivism,17.13843081,9.909264241,10.05558329,13.2112899,54.57506657,3.259996295,83.59508514,108,0.310576715,0.14354283,0.460403264,0.583906664,0.199122697
LinderhofPalace&CctvHeadquarter,06_Rococo,11_Deconstructivism,17.19481672,13.21559725,9.734093701,10.45689077,51.69581854,3.721315673,82.11390376,853,0.219280742,0.170001067,0.531552777,0.428811256,0.182722181
LinderhofPalace&GuggenheimMuseum,06_Rococo,11_Deconstructivism,16.57754576,12.86972337,9.01088279,13.92330635,42.96409696,3.272073719,82.95764327,146,0.224569846,0.203847699,0.38935706,0.577501255,0.106971234
LinderhofPalace&JewishMuseum,06_Rococo,11_Deconstructivism,12.44392962,9.89574849,10.2658594,18.66548441,54.56444771,3.299183453,84.70721245,156,0.256365541,0.173225302,0.511841496,0.572608488,0.438035607
Sanssouci&AntwerpPortHouse,06_Rococo,11_Deconstructivism,29.24490887,11.04639322,20.09051916,9.239880456,54.4301974,3.763164209,92.86646247,108,0.276806533,0.183101401,0.463472143,0.645186526,0.177972615
Sanssouci&CctvHeadquarter,06_Rococo,11_Deconstructivism,33.77033504,11.14984659,16.97641614,9.134637503,53.75559954,4.179081333,89.315027,853,0.204493541,0.221895281,0.486440879,0.535003204,0.08826948
Sanssouci&GuggenheimMuseum,06_Rococo,11_Deconstructivism,34.99394526,6.367687086,17.10452744,11.33566739,48.2905576,3.568542092,91.58213139,146,0.207037576,0.24883562,0.423212051,0.562036841,0.124463253
Sanssouci&JewishMuseum,06_Rococo,11_Deconstructivism,23.15441132,7.464052133,20.58053688,13.83142583,54.52158853,3.997126888,87.50733137,156,0.227052029,0.22292003,0.435290049,0.581246351,0.280196995
CasaBatllo&CastelBeranger,07_ArtNouveau,07_ArtNouveau,23.7705075,12.83077188,19.35929778,14.80450096,44.75986027,5.369285579,93.46216321,121,0.403585896,0.252137974,0.412896179,0.464420364,0.534506202
CasaBatllo&HotelTassel,07_ArtNouveau,07_ArtNouveau,20.64613946,7.777976601,25.30334668,17.09452845,47.14921754,6.457094173,95.59817314,88,0.430108488,0.2648081,0.353525266,0.450471168,0.397039205
CasaBatllo&SecessionBulding,07_ArtNouveau,07_ArtNouveau,25.05104721,12.88515586,28.48408408,12.27623577,48.28088815,5.290132602,92.47649312,88,0.325014912,0.238133721,0.383313738,0.350329236,0.238647744
CastelBeranger&HotelTassel,07_ArtNouveau,07_ArtNouveau,12.12840288,17.23476482,22.83095816,15.26773356,32.83702873,5.877517432,94.75728273,143,0.469593622,0.346739039,0.446891934,0.504777334,0.569834471
CastelBeranger&SecessionBulding,07_ArtNouveau,07_ArtNouveau,12.52947234,11.55585326,27.02433025,18.17224839,27.06335469,4.418977833,92.86020994,143,0.243019514,0.23873049,0.437833928,0.478713554,0.377604246
HotelTassel&SecessionBulding,07_ArtNouveau,07_ArtNouveau,27.67918079,10.80723287,29.24144819,14.83835465,49.17442404,6.632959908,93.28327775,0,0.331632961,0.296846382,0.565697044,0.328509152,0.369917125
CasaBatllo&Bergpolderflat,07_ArtNouveau,08_EarlyModernism,25.67209028,11.55289774,28.08489016,14.65837111,47.97060367,5.776446215,80.9068203,99,0.28905876,0.192789067,0.338141087,0.330049181,0.282266706
CasaBatllo&FagusFactory,07_ArtNouveau,08_EarlyModernism,27.8191124,12.15331471,24.47783318,10.24558222,48.11991393,5.547524193,92.95018315,90,0.274779901,0.242469396,0.331507213,0.421080195,0.258140832
CasaBatllo&Tugendhat,07_ArtNouveau,08_EarlyModernism,25.7249145,13.97023213,28.14226377,9.982246873,45.61685086,5.650659073,94.84326839,90,0.307786427,0.203361511,0.318389483,0.510427662,0.497846752
CasaBatllo&Zonnestraal,07_ArtNouveau,08_EarlyModernism,27.51929823,13.42844045,25.41344537,11.04960062,53.05411794,5.194513139,93.74025464,160,0.311615251,0.22145113,0.430240467,0.485912658,0.374561816
CastelBeranger&Bergpolderflat,07_ArtNouveau,08_EarlyModernism,12.08325978,11.65519553,26.46192995,15.44126126,30.6667637,5.545718858,86.1645937,142,0.331281096,0.262726486,0.406974599,0.568535244,0.405060768
CastelBeranger&FagusFactory,07_ArtNouveau,08_EarlyModernism,13.36878814,12.40021376,26.01941093,15.42181449,34.39783205,5.076950163,92.13931561,135,0.232049428,0.250775211,0.405877337,0.512470743,0.437302858
CastelBeranger&Tugendhat,07_ArtNouveau,08_EarlyModernism,12.92250791,10.85010815,28.86631315,11.8804139,32.73131397,5.037736584,92.55453348,141,0.354803488,0.22273282,0.456689052,0.549531956,0.469356954
